START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
09/04/24,06:35 PM,06:35 PM,White Sox at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/04/24,09/04/24,09:35 PM,09:35 PM,FALSE,TRUE,09/04/24,05:35 PM,05:35 PM,FREE,BUSY
09/06/24,07:05 PM,07:05 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/06/24,09/06/24,10:05 PM,10:05 PM,FALSE,TRUE,09/06/24,06:05 PM,06:05 PM,FREE,BUSY
09/07/24,04:05 PM,04:05 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/07/24,09/07/24,07:05 PM,07:05 PM,FALSE,TRUE,09/07/24,03:05 PM,03:05 PM,FREE,BUSY
09/08/24,01:35 PM,01:35 PM,Rays at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/08/24,09/08/24,04:35 PM,04:35 PM,FALSE,TRUE,09/08/24,12:35 PM,12:35 PM,FREE,BUSY
09/09/24,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park - Boston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/09/24,09/09/24,10:10 PM,10:10 PM,FALSE,TRUE,09/09/24,06:10 PM,06:10 PM,FREE,BUSY
09/10/24,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park - Boston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/10/24,09/10/24,10:10 PM,10:10 PM,FALSE,TRUE,09/10/24,06:10 PM,06:10 PM,FREE,BUSY
09/11/24,07:10 PM,07:10 PM,Orioles at Red Sox,Fenway Park - Boston,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/11/24,09/11/24,10:10 PM,10:10 PM,FALSE,TRUE,09/11/24,06:10 PM,06:10 PM,FREE,BUSY
09/13/24,06:40 PM,06:40 PM,Orioles at Tigers,Comerica Park - Detroit,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/13/24,09/13/24,09:40 PM,09:40 PM,FALSE,TRUE,09/13/24,05:40 PM,05:40 PM,FREE,BUSY
09/14/24,06:10 PM,06:10 PM,Orioles at Tigers,Comerica Park - Detroit,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/14/24,09/14/24,09:10 PM,09:10 PM,FALSE,TRUE,09/14/24,05:10 PM,05:10 PM,FREE,BUSY
09/15/24,01:40 PM,01:40 PM,Orioles at Tigers,Comerica Park - Detroit,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/15/24,09/15/24,04:40 PM,04:40 PM,FALSE,TRUE,09/15/24,12:40 PM,12:40 PM,FREE,BUSY
09/17/24,06:35 PM,06:35 PM,Giants at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/17/24,09/17/24,09:35 PM,09:35 PM,FALSE,TRUE,09/17/24,05:35 PM,05:35 PM,FREE,BUSY
09/18/24,06:35 PM,06:35 PM,Giants at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/18/24,09/18/24,09:35 PM,09:35 PM,FALSE,TRUE,09/18/24,05:35 PM,05:35 PM,FREE,BUSY
09/19/24,01:05 PM,01:05 PM,Giants at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/19/24,09/19/24,04:05 PM,04:05 PM,FALSE,TRUE,09/19/24,12:05 PM,12:05 PM,FREE,BUSY
09/20/24,07:05 PM,07:05 PM,Tigers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/20/24,09/20/24,10:05 PM,10:05 PM,FALSE,TRUE,09/20/24,06:05 PM,06:05 PM,FREE,BUSY
09/21/24,04:05 PM,04:05 PM,Tigers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/21/24,09/21/24,07:05 PM,07:05 PM,FALSE,TRUE,09/21/24,03:05 PM,03:05 PM,FREE,BUSY
09/22/24,01:35 PM,01:35 PM,Tigers at Orioles,Oriole Park at Camden Yards - Baltimore,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/22/24,09/22/24,04:35 PM,04:35 PM,FALSE,TRUE,09/22/24,12:35 PM,12:35 PM,FREE,BUSY
09/24/24,07:05 PM,07:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/24/24,09/24/24,10:05 PM,10:05 PM,FALSE,TRUE,09/24/24,06:05 PM,06:05 PM,FREE,BUSY
09/25/24,07:05 PM,07:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/25/24,09/25/24,10:05 PM,10:05 PM,FALSE,TRUE,09/25/24,06:05 PM,06:05 PM,FREE,BUSY
09/26/24,07:05 PM,07:05 PM,Orioles at Yankees,Yankee Stadium - Bronx,"Local TV: MASN ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/26/24,09/26/24,10:05 PM,10:05 PM,FALSE,TRUE,09/26/24,06:05 PM,06:05 PM,FREE,BUSY
09/27/24,08:10 PM,08:10 PM,Orioles at Twins,Target Field - Minneapolis,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/27/24,09/27/24,11:10 PM,11:10 PM,FALSE,TRUE,09/27/24,07:10 PM,07:10 PM,FREE,BUSY
09/28/24,02:10 PM,02:10 PM,Orioles at Twins,Target Field - Minneapolis,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/28/24,09/28/24,05:10 PM,05:10 PM,FALSE,TRUE,09/28/24,01:10 PM,01:10 PM,FREE,BUSY
09/29/24,03:10 PM,03:10 PM,Orioles at Twins,Target Field - Minneapolis,"Local TV: MASN 2 ----- Local Radio: 98 Rock FM/HD2 97.9- WBAL NewsRadio AM/FM",09/29/24,09/29/24,06:10 PM,06:10 PM,FALSE,TRUE,09/29/24,02:10 PM,02:10 PM,FREE,BUSY
